ID,Invoice_Number,Date,Product_Name,Price,Quantity_Soldd,Cost_per_Unit,Purchase_Type,Payment_Method,StoreID
320,241769,01/12/2023,Beverages,2.95,9.49,0.47,Online,Gift Card,88788
321,241770,01/12/2023,Sides & Other,4.99,1,2.25,Online,Gift Card,88788
322,245421,01/12/2023,Burgers,12.99,119.4,4.32,In-store,Credit Card,88789
323,245422,01/12/2023,Chicken Sandwiches,9.95,19.7,2.85,In-store,Credit Card,88789
324,245423,01/12/2023,Fries,3.49,512.03,0.88,In-store,Credit Card,88789
325,245424,01/12/2023,Beverages,2.95,283.39,0.47,In-store,Credit Card,88789
326,245425,01/12/2023,Sides & Other,4.99,178.96,2.25,In-store,Credit Card,88789
327,249076,01/12/2023,Burgers,12.99,12.55,4.32,In-store,Cash,88789
328,249077,01/12/2023,Chicken Sandwiches,9.95,9.15,2.85,In-store,Cash,88789
329,249078,01/12/2023,Fries,3.49,245.85,0.88,In-store,Cash,88789
330,249079,01/12/2023,Beverages,2.95,56.27,0.47,In-store,Cash,88789
331,249080,01/12/2023,Sides & Other,4.99,16.63,2.25,In-store,Cash,88789
332,252731,01/12/2023,Burgers,12.99,3.08,4.32,In-store,Gift card,88789
333,252732,01/12/2023,Chicken Sandwiches,9.95,4.72,2.85,In-store,Gift card,88789
334,252733,01/12/2023,Fries,3.49,17.19,0.88,In-store,Gift card,88789
335,252734,01/12/2023,Beverages,2.95,7.46,0.47,In-store,Gift card,88789
336,252735,01/12/2023,Sides & Other,4.99,1.8,2.25,In-store,Gift card,88789
337,256386,01/12/2023,Burgers,12.99,222.56,4.32,Drive-thru,Credit Card,88789
338,256387,01/12/2023,Chicken Sandwiches,9.95,27.14,2.85,Drive-thru,Credit Card,88789
339,256388,01/12/2023,Fries,3.49,1227.51,0.88,Drive-thru,Credit Card,88789
340,256389,01/12/2023,Beverages,2.95,285.08,0.47,Drive-thru,Credit Card,88789
341,256390,01/12/2023,Sides & Other,4.99,119.24,2.25,Drive-thru,Credit Card,88789
342,260041,01/12/2023,Burgers,12.99,15.86,4.32,Drive-thru,Cash,88789
343,260042,01/12/2023,Chicken Sandwiches,9.95,69.15,2.85,Drive-thru,Cash,88789
344,260043,01/12/2023,Fries,3.49,46.13,0.88,Drive-thru,Cash,88789
345,260044,01/12/2023,Beverages,2.95,84.07,0.47,Drive-thru,Cash,88789
346,260045,01/12/2023,Sides & Other,4.99,33.87,2.25,Drive-thru,Cash,88789
347,263696,01/12/2023,Burgers,12.99,1.92,4.32,Drive-thru,Gift card,88789
348,263697,01/12/2023,Chicken Sandwiches,9.95,4.12,2.85,Drive-thru,Gift card,88789
349,263698,01/12/2023,Fries,3.49,55.59,0.88,Drive-thru,Gift card,88789
350,263699,01/12/2023,Beverages,2.95,9.83,0.47,Drive-thru,Gift card,88789
351,263700,01/12/2023,Sides & Other,4.99,1.6,2.25,Drive-thru,Gift card,88789
352,267351,01/12/2023,Burgers,12.99,7.16,4.32,Online,Credit Card,88789
353,267352,01/12/2023,Chicken Sandwiches,9.95,2.51,2.85,Online,Credit Card,88789
354,267353,01/12/2023,Fries,3.49,19.48,0.88,Online,Credit Card,88789
355,267354,01/12/2023,Beverages,2.95,8.47,0.47,Online,Credit Card,88789
356,267355,01/12/2023,Sides & Other,4.99,2,2.25,Online,Credit Card,88789
357,271006,01/12/2023,Burgers,12.99,0.85,4.32,Online,Gift Card,88789
358,271007,01/12/2023,Chicken Sandwiches,9.95,1.21,2.85,Online,Gift Card,88789
359,271008,01/12/2023,Fries,3.49,3.44,0.88,Online,Gift Card,88789
360,271009,01/12/2023,Beverages,2.95,3.73,0.47,Online,Gift Card,88789
361,271010,01/12/2023,Sides & Other,4.99,1,2.25,Online,Gift Card,88789
362,274661,01/12/2023,Burger,12.99,264.28,4.32,In-store,Credit Card,88790
363,274662,01/12/2023,Chicken Sandwiches,9.95,28.24,2.85,In-store,Credit Card,88790
364,274663,01/12/2023,Fries,3.49,1081.09,0.88,In-store,Credit Card,88790
365,274664,01/12/2023,Beverages,2.95,324.07,0.47,In-store,Credit Card,88790
366,274665,01/12/2023,Sides & Other,4.99,15.23,2.25,In-store,Credit Card,88790
367,278316,01/12/2023,Burgers,12.99,151.66,4.32,In-store,Cash,88790
368,278317,01/12/2023,Chicken Sandwiches,9.95,4.02,2.85,In-store,Cash,88790
369,278318,01/12/2023,Fries,3.49,42.69,0.88,In-store,Cash,88790
370,278319,01/12/2023,Beverages,2.95,12.2,0.47,In-store,Cash,88790
371,278320,01/12/2023,Sides & Other,4.99,42.89,2.25,In-store,Cash,88790
372,281971,01/12/2023,Burgers,12.99,2.77,4.32,In-store,Gift card,88790
373,281972,01/12/2023,Chicken Sandwiches,9.95,2.91,2.85,In-store,Gift card,88790
374,281973,01/12/2023,Fries,3.49,9.46,0.88,In-store,Gift card,88790
375,281974,01/12/2023,Beverages,2.95,18.31,0.47,In-store,Gift card,88790
376,281975,01/12/2023,Sides & Other,4.99,1.8,2.25,In-store,Gift card,88790
377,285626,01/12/2023,Burgers,12.99,419.32,4.32,Drive-thru,Credit Card,88790
378,285627,01/12/2023,Chicken Sandwiches,9.95,17.49,2.85,Drive-thru,Credit Card,88790
379,285628,01/12/2023,Fries,3.49,324.07,0.88,Drive-thru,Credit Card,88790
380,285629,01/12/2023,Beverages,2.95,142.71,0.47,Drive-thru,Credit Card,88790
381,285630,01/12/2023,Sides & Other,4.99,15.83,2.25,Drive-thru,Credit Card,88790
382,289281,01/12/2023,Burgers,12.99,43.42,4.32,Drive-thru,Cash,88790
383,289282,01/12/2023,Chicken Sandwiches,9.95,9.15,2.85,Drive-thru,Cash,88790
384,289283,01/12/2023,Fries,3.49,23.5,0.88,Drive-thru,Cash,88790
385,289284,01/12/2023,Beverages,2.95,40,0.47,Drive-thru,Cash,88790
386,289285,01/12/2023,Sides & Other,4.99,11.42,2.25,Drive-thru,Cash,88790
387,292936,01/12/2023,Burgers,12.99,2.62,4.32,Drive-thru,Gift card,88790
388,292937,01/12/2023,Chicken Sandwiches,9.95,1.11,2.85,Drive-thru,Gift card,88790
389,292938,01/12/2023,Fries,3.49,16.33,0.88,Drive-thru,Gift card,88790
390,292939,01/12/2023,Beverages,2.95,12.88,0.47,Drive-thru,Gift card,88790
391,292940,01/12/2023,Sides & Other,4.99,1.6,2.25,Drive-thru,Gift card,88790
392,296591,01/12/2023,Burgers,12.99,37.95,4.32,Online,Credit Card,88790
393,296592,01/12/2023,Chicken Sandwiches,9.95,2.41,2.85,Online,Credit Card,88790
394,296593,01/12/2023,Fries,3.49,87.39,0.88,Online,Credit Card,88790
395,296594,01/12/2023,Beverages,2.95,23.05,0.47,Online,Credit Card,88790
396,296595,01/12/2023,Sides & Other,4.99,4.61,2.25,Online,Credit Card,88790
397,300246,01/12/2023,Burgers,12.99,1.08,4.32,Online,Gift Card,88790
398,300247,01/12/2023,Chicken Sandwiches,9.95,2.21,2.85,Online,Gift Card,88790
399,300248,01/12/2023,Fries,3.49,6.88,0.88,Online,Gift Card,88790
400,300249,01/12/2023,Beverages,2.95,4.41,0.47,Online,Gift Card,88790
401,300250,01/12/2023,Sides & Other,4.99,1,2.25,Online,Gift Card,88790
402,303901,01/12/2023,Burgers,12.99,154.81,4.32,In-store,Credit Card,88791
403,303902,01/12/2023,Chicken Sandwiches,9.95,265.63,2.85,In-store,Credit Card,88791
404,303903,01/12/2023,Fries,3.49,263.61,0.88,In-store,Credit Card,88791
405,303904,01/12/2023,Beverages,2.95,218.98,0.47,In-store,Credit Card,88791
406,303905,01/12/2023,Sides & Other,4.99,7.21,2.25,In-store,Credit Card,88791
407,307556,01/12/2023,Burgers,12.99,20.4,4.32,In-store,Cash,88791
408,307557,01/12/2023,Chicken Sandwiches,9.95,6.53,2.85,In-store,Cash,88791
409,307558,01/12/2023,Fries,3.49,226.07,0.88,In-store,Cash,88791
410,307559,01/12/2023,Beverages,2.95,159.66,0.47,In-store,Cash,88791
411,307560,01/12/2023,Sides & Other,4.99,7.01,2.25,In-store,Cash,88791
412,311211,01/12/2023,Burgers,12.99,1.92,4.32,In-store,Gift card,88791
413,311212,01/12/2023,Chicken Sandwiches,9.95,1.01,2.85,In-store,Gift card,88791
414,311213,01/12/2023,Fries,3.49,4.3,0.88,In-store,Gift card,88791
415,311214,01/12/2023,Beverages,2.95,13.22,0.47,In-store,Gift card,88791
416,311215,01/12/2023,Sides & Other,4.99,1.8,2.25,In-store,Gift card,88791
417,314866,01/12/2023,Burgers,12.99,192.84,4.32,Drive-thru,Credit Card,88791
418,314867,01/12/2023,Chicken Sandwiches,9.95,82.21,2.85,Drive-thru,Credit Card,88791
419,314868,01/12/2023,Fries,3.49,394.27,0.88,Drive-thru,Credit Card,88791
420,314869,01/12/2023,Beverages,2.95,51.19,0.47,Drive-thru,Credit Card,88791
421,314870,01/12/2023,Sides & Other,4.99,6.41,2.25,Drive-thru,Credit Card,88791
422,314870,01/12/2023,Sides & Other,4.99,6.41,2.25,Drive-thru,Credit Card,88791
423,318521,01/12/2023,Burgers,12.99,113.16,4.32,Drive-thru,Cash,88791
424,318522,01/12/2023,Chicken Sandwiches,9.95,11.26,2.85,Drive-thru,Cash,88791
425,318523,01/12/2023,Fries,3.49,443.84,0.88,Drive-thru,Cash,88791
426,318524,01/12/2023,Beverages,2.95,10.85,0.47,Drive-thru,Cash,88791
427,318525,01/12/2023,Sides & Other,4.99,38.08,2.25,Drive-thru,Cash,88791
428,322176,01/12/2023,Burgers,12.99,2.77,4.32,Drive-thru,Gift card,88791
429,322177,01/12/2023,Chicken Sandwiches,9.95,1.01,2.85,Drive-thru,Gift card,88791
430,322178,01/12/2023,Fries,3.49,8.31,0.88,Drive-thru,Gift card,88791
431,322179,01/12/2023,Beverages,2.95,3.39,0.47,Drive-thru,Gift card,88791
432,322180,01/12/2023,Sides & Other,4.99,1.6,2.25,Drive-thru,Gift card,88791
433,325831,01/12/2023,Burgers,12.99,29.25,4.32,Online,Credit Card,88791
434,325832,01/12/2023,Chicken Sandwiches,9.95,3.62,2.85,Online,Credit Card,88791
435,325833,01/12/2023,Fries,3.49,16.62,0.88,Online,Credit Card,88791
436,325834,01/12/2023,Beverages,2.95,34.92,0.47,Online,Credit Card,88791
437,325835,01/12/2023,Sides & Other,4.99,20.04,2.25,Online,Credit Card,88791
438,329486,01/12/2023,Burgers,12.99,2.16,4.32,Online,Gift Card,88791
439,329487,01/12/2023,Chicken Sandwiches,9.95,4.62,2.85,Online,Gift Card,88791
440,329488,01/12/2023,Fries,3.49,5.16,0.88,Online,Gift Card,88791
441,329489,01/12/2023,Beverages,2.95,13.56,0.47,Online,Gift Card,88791
442,329490,01/12/2023,Sides & Other,4.99,1,2.25,Online,Gift Card,88791
443,333141,01/12/2023,Burgers,12.99,137.03,4.32,In-store,Credit Card,88792
444,333142,01/12/2023,Chicken Sandwiches,9.95,144.92,2.85,In-store,Credit Card,88792
445,333143,01/12/2023,Fries,3.49,250.14,0.88,In-store,Credit Card,88792
446,333144,01/12/2023,Beverages,2.95,478.64,0.47,In-store,Credit Card,88792
447,333145,01/12/2023,Sides & Other,4.99,278.16,2.25,In-store,Credit Card,88792
448,336796,01/12/2023,Burgers,12.99,62.51,4.32,In-store,Cash,88792
449,336797,01/12/2023,Chicken Sandwiches,9.95,13.87,2.85,In-store,Cash,88792
450,336798,01/12/2023,Fries,3.49,113.75,0.88,In-store,Cash,88792
451,336799,01/12/2023,Beverages,2.95,44.07,0.47,In-store,Cash,88792
452,336800,01/12/2023,Sides & Other,4.99,5.61,2.25,In-store,Cash,88792
453,340451,01/12/2023,Burgers,12.99,2.16,4.32,In-store,Gift card,88792
454,340452,01/12/2023,Chicken Sandwiches,9.95,4.52,2.85,In-store,Gift card,88792
455,340453,01/12/2023,Fries,3.49,3.44,0.88,In-store,Gift card,88792
456,340454,01/12/2023,Beverages,2.95,13.9,0.47,In-store,Gift card,88792
457,340455,01/12/2023,Sides & Other,4.99,1.8,2.25,In-store,Gift card,88792
458,344106,01/12/2023,Burgers,12.99,152.96,4.32,Drive-thru,Credit Card,88792
459,344107,01/12/2023,Chicken Sandwiches,9.95,41.11,2.85,Drive-thru,Credit Card,88792
460,344108,01/12/2023,Fries,3.49,690.83,0.88,Drive-thru,Credit Card,88792
461,344109,01/12/2023,Beverages,2.95,763.39,0.47,Drive-thru,Credit Card,88792
462,344110,01/12/2023,Sides & Other,4.99,53.51,2.25,Drive-thru,Credit Card,88792
463,347761,01/12/2023,Burgers,12.99,25.64,4.32,Drive-thru,Cash,88792
464,347762,01/12/2023,Chicken Sandwiches,9.95,9.05,2.85,Drive-thru,Cash,88792
465,347763,01/12/2023,Fries,3.49,252.15,0.88,Drive-thru,Cash,88792
466,347764,01/12/2023,Beverages,2.95,216.61,0.47,Drive-thru,Cash,88792
467,347765,01/12/2023,Sides & Other,4.99,10.02,2.25,Drive-thru,Cash,88792
468,351416,01/12/2023,Burgers,12.99,8.47,4.32,Drive-thru,Gift card,88792
469,351417,01/12/2023,Chicken Sandwiches,9.95,6.23,2.85,Drive-thru,Gift card,88792
470,351418,01/12/2023,Fries,3.49,6.88,0.88,Drive-thru,Gift card,88792
471,351419,01/12/2023,Beverages,2.95,38.31,0.47,Drive-thru,Gift card,88792
472,351420,01/12/2023,Sides & Other,4.99,1.6,2.25,Drive-thru,Gift card,88792
473,355071,01/12/2023,Burgers,12.99,29.33,4.32,Online,Credit Card,88792
474,355072,01/12/2023,Chicken Sandwiches,9.95,12.86,2.85,Online,Credit Card,88792
475,355073,01/12/2023,Fries,3.49,47.56,0.88,Online,Credit Card,88792
476,355074,01/12/2023,Beverages,2.95,29.15,0.47,Online,Credit Card,88792
477,355075,01/12/2023,Sides & Other,4.99,3.01,2.25,Online,Credit Card,88792
478,358726,01/12/2023,Burgers,12.99,2.23,4.32,Online,Gift Card,88792
479,358727,01/12/2023,Chicken Sandwiches,9.95,3.72,2.85,Online,Gift Card,88792
480,358728,01/12/2023,Fries,3.49,4.01,0.88,Online,Gift Card,88792
481,358729,01/12/2023,Beverages,2.95,5.76,0.47,Online,Gift Card,88792
482,358730,01/12/2023,Sides & Other,4.99,1,2.25,Online,Gift Card,88792
483,362381,01/12/2023,Burgers,12.99,287.68,4.32,In-store,Credit Card,88793
484,362382,01/12/2023,Chicken Sandwiches,9.95,20.5,2.85,In-store,Credit Card,88793
485,362383,01/12/2023,Fries,3.49,410.32,0.88,In-store,Credit Card,88793
486,362384,01/12/2023,Beverages,2.95,292.54,0.47,In-store,Credit Card,88793
487,362385,01/12/2023,Sides & Other,4.99,87.17,2.25,In-store,Credit Card,88793
488,366036,01/12/2023,Burgers,12.99,97.84,4.32,In-store,Cash,88793
489,366037,01/12/2023,Chicken Sandwiches,9.95,10.15,2.85,In-store,Cash,88793
490,366038,01/12/2023,Fries,3.49,67.34,0.88,In-store,Cash,88793
491,366039,01/12/2023,Beverages,2.95,87.46,0.47,In-store,Cash,88793
492,366040,01/12/2023,Sides & Other,4.99,12.63,2.25,In-store,Cash,88793
493,369691,01/12/2023,Burgers,12.99,0.77,4.32,In-store,Gift card,88793
494,369692,01/12/2023,Chicken Sandwiches,9.95,1.01,2.85,In-store,Gift card,88793
495,369693,01/12/2023,Fries,3.49,13.18,0.88,In-store,Gift card,88793
496,369694,01/12/2023,Beverages,2.95,7.46,0.47,In-store,Gift card,88793
497,369695,01/12/2023,Sides & Other,4.99,1.8,2.25,In-store,Gift card,88793
498,373346,01/12/2023,Burgers,12.99,140.95,4.32,Drive-thru,Credit Card,88793
499,373347,01/12/2023,Chicken Sandwiches,9.95,100.2,2.85,Drive-thru,Credit Card,88793
500,373348,01/12/2023,Fries,3.49,80.8,0.88,Drive-thru,Credit Card,88793
501,373349,01/12/2023,Beverages,2.95,591.53,0.47,Drive-thru,Credit Card,88793
502,373350,01/12/2023,Sides & Other,4.99,46.69,2.25,Drive-thru,Credit Card,88793
503,377001,01/12/2023,Burgers,12.99,85.3,4.32,Drive-thru,Cash,88793
504,377002,01/12/2023,Chicken Sandwiches,9.95,64.82,2.85,Drive-thru,Cash,88793
505,377003,01/12/2023,Fries,3.49,60.74,0.88,Drive-thru,Cash,88793
506,377004,01/12/2023,Beverages,2.95,54.58,0.47,Drive-thru,Cash,88793
507,377005,01/12/2023,Sides & Other,4.99,40.08,2.25,Drive-thru,Cash,88793
508,380656,01/12/2023,Burgers,12.99,2.08,4.32,Drive-thru,Gift card,88793
509,380657,01/12/2023,Chicken Sandwiches,9.95,8.14,2.85,Drive-thru,Gift card,88793
510,380658,01/12/2023,Fries,3.49,3.72,0.88,Drive-thru,Gift card,88793
511,380659,01/12/2023,Beverages,2.95,4.41,0.47,Drive-thru,Gift card,88793
512,380660,01/12/2023,Sides & Other,4.99,1.6,2.25,Drive-thru,Gift card,88793
513,384311,01/12/2023,Burgers,12.99,8.93,4.32,Online,Credit Card,88793
514,384312,01/12/2023,Chicken Sandwiches,9.95,11.16,2.85,Online,Credit Card,88793
515,384313,01/12/2023,Fries,3.49,81.09,0.88,Online,Credit Card,88793
516,384314,01/12/2023,Beverages,2.95,27.12,0.47,Online,Credit Card,88793
517,384315,01/12/2023,Sides & Other,4.99,4.81,2.25,Online,Credit Card,88793
518,387966,01/12/2023,Burgers,12.99,2.46,4.32,Online,Gift Card,88793
519,387967,01/12/2023,Chicken Sandwiches,9.95,1.01,2.85,Online,Gift Card,88793
520,387968,01/12/2023,Fries,3.49,2.87,0.88,Online,Gift Card,88793
521,387969,01/12/2023,Beverages,2.95,3.39,0.47,Online,Gift Card,88793
522,387970,01/12/2023,Sides & Other,4.99,1,2.25,Online,Gift Card,88793
523,11506,02/12/2023,Burgers,12.99,160.89,4.32,In-store,Credit Card,88781
524,11507,02/12/2023,Chicken Sandwiches,9.95,62.61,2.85,In-store,Credit Card,88781
525,11508,02/12/2023,Fries,3.49,1023.78,0.88,In-store,Credit Card,88781
526,11509,02/12/2023,Beverages,2.95,473.56,0.47,In-store,Credit Card,88781
527,11510,02/12/2023,Sides & Other,4.99,60.32,2.25,In-store,Credit Card,88781
528,15161,02/12/2023,Burgers,12.99,23.94,4.32,In-store,Cash,88781
529,15162,02/12/2023,Chicken Sandwiches,9.95,8.14,2.85,In-store,Cash,88781
530,15163,02/12/2023,Fries,3.49,24.36,0.88,In-store,Cash,88781
531,15164,02/12/2023,Beverages,2.95,45.08,0.47,In-store,Cash,88781
532,15165,02/12/2023,Sides & Other,4.99,20.84,2.25,In-store,Cash,88781
533,18816,02/12/2023,Burgers,12.99,4.39,4.32,In-store,Gift card,88781
534,18817,02/12/2023,Chicken Sandwiches,9.95,2.01,2.85,In-store,Gift card,88781
535,18818,02/12/2023,Fries,3.49,8.31,0.88,In-store,Gift card,88781
536,18819,02/12/2023,Beverages,2.95,7.12,0.47,In-store,Gift card,88781
537,18820,02/12/2023,Sides & Other,4.99,1.8,2.25,In-store,Gift card,88781
538,22471,02/12/2023,Burgers,12.99,161.66,4.32,Drive-thru,Credit Card,88781
539,22472,02/12/2023,Chicken Sandwiches,9.95,49.75,2.85,Drive-thru,Credit Card,88781
540,22473,02/12/2023,Fries,3.49,119.77,0.88,Drive-thru,Credit Card,88781
541,22474,02/12/2023,Beverages,2.95,187.46,0.47,Drive-thru,Credit Card,88781
542,22475,02/12/2023,Sides & Other,4.99,22.85,2.25,Drive-thru,Credit Card,88781
543,26126,02/12/2023,Burgers,12.99,14.55,4.32,Drive-thru,Cash,88781
544,26127,02/12/2023,Chicken Sandwiches,9.95,20.4,2.85,Drive-thru,Cash,88781
545,26128,02/12/2023,Fries,3.49,136.68,0.88,Drive-thru,Cash,88781
546,26129,02/12/2023,Beverages,2.95,85.42,0.47,Drive-thru,Cash,88781
547,26130,02/12/2023,Sides & Other,4.99,18.64,2.25,Drive-thru,Cash,88781
548,29781,02/12/2023,Burgers,12.99,7.62,4.32,Drive-thru,Gift card,88781
549,29782,02/12/2023,Chicken Sandwiches,9.95,6.73,2.85,Drive-thru,Gift card,88781
550,29783,02/12/2023,Fries,3.49,24.07,0.88,Drive-thru,Gift card,88781
551,29784,02/12/2023,Beverages,2.95,12.54,0.47,Drive-thru,Gift card,88781
552,29785,02/12/2023,Sides & Other,4.99,1.6,2.25,Drive-thru,Gift card,88781
553,33436,02/12/2023,Burgers,12.99,22.71,4.32,Online,Credit Card,88781
554,33437,02/12/2023,Chicken Sandwiches,9.95,4.72,2.85,Online,Credit Card,88781
555,33438,02/12/2023,Fries,3.49,233.81,0.88,Online,Credit Card,88781
556,33439,02/12/2023,Beverages,2.95,21.36,0.47,Online,Credit Card,88781
557,33440,02/12/2023,Sides & Other,4.99,19.04,2.25,Online,Credit Card,88781
558,37091,02/12/2023,Burgers,12.99,1.46,4.32,Online,Gift Card,88781
559,37092,02/12/2023,Chicken Sandwiches,9.95,1.11,2.85,Online,Gift Card,88781
560,37093,02/12/2023,Fries,3.49,8.02,0.88,Online,Gift Card,88781
561,37094,02/12/2023,Beverages,2.95,3.73,0.47,Online,Gift Card,88781
562,37095,02/12/2023,Sides & Other,4.99,1,2.25,Online,Gift Card,88781
563,40746,02/12/2023,Burgers,12.99,1255.89,4.32,In-store,Credit Card,88782
564,40747,02/12/2023,Chicken Sandwiches,9.95,139.7,2.85,In-store,Credit Card,88782
565,40748,02/12/2023,Fries,3.49,1130.37,0.88,In-store,Credit Card,88782
566,40749,02/12/2023,Beverages,2.95,64.41,0.47,In-store,Credit Card,88782
567,40750,02/12/2023,Sides & Other,4.99,34.07,2.25,In-store,Credit Card,88782
568,44401,02/12/2023,Burgers,12.99,16.71,4.32,In-store,Cash,88782
569,44402,02/12/2023,Chicken Sandwiches,9.95,2.91,2.85,In-store,Cash,88782
570,44403,02/12/2023,Fries,3.49,103.15,0.88,In-store,Cash,88782
571,44404,02/12/2023,Beverages,2.95,15.93,0.47,In-store,Cash,88782
572,44405,02/12/2023,Sides & Other,4.99,16.63,2.25,In-store,Cash,88782
573,48056,02/12/2023,Burgers,12.99,5.31,4.32,In-store,Gift card,88782
574,48057,02/12/2023,Chicken Sandwiches,9.95,1.41,2.85,In-store,Gift card,88782
575,48058,02/12/2023,Fries,3.49,8.88,0.88,In-store,Gift card,88782
576,48059,02/12/2023,Beverages,2.95,12.54,0.47,In-store,Gift card,88782
577,48060,02/12/2023,Sides & Other,4.99,1.8,2.25,In-store,Gift card,88782
578,51711,02/12/2023,Burgers,12.99,196.15,4.32,Drive-thru,Credit Card,88782
579,51712,02/12/2023,Chicken Sandwiches,9.95,63.52,2.85,Drive-thru,Credit Card,88782
580,51713,02/12/2023,Fries,3.49,167.34,0.88,Drive-thru,Credit Card,88782
581,51714,02/12/2023,Beverages,2.95,653.9,0.47,Drive-thru,Credit Card,88782
582,51715,02/12/2023,Sides & Other,4.99,83.17,2.25,Drive-thru,Credit Card,88782
583,55366,02/12/2023,Burgers,12.99,21.94,4.32,Drive-thru,Cash,88782
584,55367,02/12/2023,Chicken Sandwiches,9.95,9.35,2.85,Drive-thru,Cash,88782
585,55368,02/12/2023,Fries,3.49,479.94,0.88,Drive-thru,Cash,88782
586,55369,02/12/2023,Beverages,2.95,22.37,0.47,Drive-thru,Cash,88782
587,55370,02/12/2023,Sides & Other,4.99,95.79,2.25,Drive-thru,Cash,88782
588,59021,02/12/2023,Burgers,12.99,10.01,4.32,Drive-thru,Gift card,88782
589,59022,02/12/2023,Chicken Sandwiches,9.95,1.21,2.85,Drive-thru,Gift card,88782
590,59023,02/12/2023,Fries,3.49,36.1,0.88,Drive-thru,Gift card,88782
591,59024,02/12/2023,Beverages,2.95,9.15,0.47,Drive-thru,Gift card,88782
592,59025,02/12/2023,Sides & Other,4.99,1.6,2.25,Drive-thru,Gift card,88782
593,62676,02/12/2023,Burgers,12.99,20.48,4.32,Online,Credit Card,88782
594,62677,02/12/2023,Chicken Sandwiches,9.95,6.83,2.85,Online,Credit Card,88782
595,62678,02/12/2023,Fries,3.49,70.77,0.88,Online,Credit Card,88782
596,62679,02/12/2023,Beverages,2.95,28.14,0.47,Online,Credit Card,88782
597,62680,02/12/2023,Sides & Other,4.99,6.81,2.25,Online,Credit Card,88782
598,66331,02/12/2023,Burgers,12.99,0.77,4.32,Online,Gift Card,88782
599,66332,02/12/2023,Chicken Sandwiches,9.95,1.01,2.85,Online,Gift Card,88782
600,66333,02/12/2023,Fries,3.49,16.62,0.88,Online,Gift Card,88782
601,66334,02/12/2023,Beverages,2.95,5.76,0.47,Online,Gift Card,88782
602,66335,02/12/2023,Sides & Other,4.99,1,2.25,Online,Gift Card,88782
603,69986,02/12/2023,Burgers,12.99,393.46,4.32,In-store,Credit Card,88783
